"datestop","timestop","sex","race","age","weight","haircolr","eyecolor","build","city","inside","location","typeofid","perobs","perstop","arstmade","sumissue","frisked","searched","contrabn","radio","height","pf","weap"
7032015,45,"M","WHITE-HISPANIC",20,240,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","VERBAL",1,"5","0","0","1","0","0","0",70,"1","0"
7032015,45,"M","WHITE-HISPANIC",21,180,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","VERBAL",1,"5","0","0","1","0","0","0",71,"1","0"
7032015,45,"M","WHITE-HISPANIC",20,160,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"5","0","0","1","0","0","0",74,"1","0"
7032015,130,"M","BLACK",16,160,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","VERBAL",1,"10","0","0","1","0","0","0",68,"0","0"
7032015,130,"M","BLACK",17,165,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","VERBAL",1,"10","0","0","1","0","0","0",70,"0","0"
7032015,130,"M","BLACK",17,160,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","VERBAL",1,"10","0","0","1","0","0","0",72,"0","0"
7032015,145,"M","WHITE-HISPANIC",44,176,"BLACK","BROWN","MEDIUM","BROOKLYN","1","HOUSING AUTHORITY","PHOTO",5,"5","0","0","1","0","0","0",71,"1","0"
7032015,145,"M","WHITE",36,166,"BLACK","BROWN","MEDIUM","BROOKLYN","1","HOUSING AUTHORITY","PHOTO",5,"5","0","0","1","0","0","0",71,"1","0"
7032015,157,"M","BLACK",37,145,"BALD","BROWN","THIN","QUEENS","0","NEITHER","PHOTO",1,"6","0","0","1","0","0","1",69,"1","0"
7032015,245,"M","WHITE-HISPANIC",23,160,"BROWN","BROWN","MEDIUM","BRONX","0","NEITHER","PHOTO",1,"10","0","0","1","0","0","0",66,"0","0"
7032015,306,"M","WHITE-HISPANIC",19,165,"BROWN","BROWN","THIN","MANHATTAN","0","NEITHER","VERBAL",1,"20","0","0","1","0","0","1",68,"0","0"
7032015,330,"F","WHITE-HISPANIC",14,150,"BLACK","BROWN","MEDIUM","MANHATTAN","0","NEITHER","VERBAL",1,"25","0","0","0","0","0","1",60,"0","0"
7032015,330,"M","WHITE-HISPANIC",15,190,"BLACK","BROWN","MEDIUM","MANHATTAN","0","NEITHER","VERBAL",1,"25","0","0","0","0","0","1",70,"0","0"
7032015,405,"F","BLACK",26,140,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","VERBAL",1,"10","0","0","0","0","0","1",62,"1","0"
7032015,405,"M","BLACK",50,190,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"10","0","0","1","0","0","1",76,"0","0"
7032015,445,"M","ASIAN/PACIFIC ISLANDER",22,175,"BLACK","BROWN","MEDIUM","MANHATTAN","1","TRANSIT AUTHORITY","PHOTO",30,"20","0","0","1","0","0","1",63,"1","0"
7032015,445,"M","ASIAN/PACIFIC ISLANDER",20,150,"BLACK","BROWN","THIN","MANHATTAN","1","TRANSIT AUTHORITY","PHOTO",20,"30","0","0","1","0","0","1",66,"1","0"
7032015,445,"M","ASIAN/PACIFIC ISLANDER",25,140,"BLACK","BROWN","THIN","MANHATTAN","1","TRANSIT AUTHORITY","PHOTO",30,"20","0","0","1","0","0","1",67,"1","0"
7032015,445,"M","ASIAN/PACIFIC ISLANDER",20,165,"BLACK","BROWN","THIN","MANHATTAN","1","TRANSIT AUTHORITY","VERBAL",30,"20","0","0","1","0","0","1",69,"1","0"
7032015,445,"M","ASIAN/PACIFIC ISLANDER",18,185,"BLACK","BROWN","MEDIUM","MANHATTAN","1","TRANSIT AUTHORITY","VERBAL",30,"20","0","0","1","0","0","1",69,"1","0"
7032015,907,"M","BLACK",44,175,"BLACK","BROWN","MEDIUM","MANHATTAN","0","NEITHER","PHOTO",1,"2","0","0","0","0","0","1",76,"0","0"
7032015,1010,"M","WHITE",31,140,"BROWN","UNKNOWN","MEDIUM","MANHATTAN","1","NEITHER","VERBAL",5,"30","0","0","1","0","0","0",71,"1","0"
7032015,1030,"M","WHITE-HISPANIC",42,170,"BROWN","BROWN","THIN","BRONX","0","NEITHER","PHOTO",1,"20","0","0","1","0","0","1",68,"0","0"
7032015,1245,"M","WHITE",16,145,"BLACK","BROWN","THIN","MANHATTAN","0","NEITHER","PHOTO",15,"5","0","0","0","0","0","1",65,"0","0"
7032015,1245,"M","WHITE",18,150,"BLOND","BLUE","THIN","MANHATTAN","0","NEITHER","PHOTO",15,"5","0","0","0","0","0","1",67,"0","0"
7032015,1245,"M","WHITE",16,160,"BROWN","BROWN","THIN","MANHATTAN","0","NEITHER","PHOTO",15,"5","0","0","0","0","0","1",67,"0","0"
7032015,1520,"M","WHITE",22,170,"BROWN","HAZEL","THIN","MANHATTAN","1","TRANSIT AUTHORITY","PHOTO",1,"10","1","0","1","1","0","0",69,"1","1"
7032015,1615,"M","BLACK",24,190,"BLACK","BROWN","MUSCULAR","MANHATTAN","0","NEITHER","PHOTO",3,"20","0","0","1","0","0","0",71,"1","0"
7032015,1640,"M","BLACK",51,165,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",4,"3","0","0","0","0","0","1",71,"0","0"
7032015,1708,"M","WHITE",30,155,"BLACK","BLACK","MEDIUM","MANHATTAN","1","TRANSIT AUTHORITY","PHOTO",2,"5","0","1","1","0","0","0",71,"1","1"
7032015,1745,"M","BLACK",32,220,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"5","0","0","0","0","0","0",72,"0","0"
7032015,1750,"M","WHITE",60,170,"GRAY","HAZEL","MEDIUM","QUEENS","0","NEITHER","VERBAL",3,"2","0","0","0","0","0","1",70,"0","0"
7032015,1821,"M","BLACK",25,185,"BROWN","BROWN","MEDIUM","QUEENS","0","HOUSING AUTHORITY","PHOTO",1,"4","1","0","1","0","0","1",71,"1","0"
7032015,1825,"M","BLACK",29,189,"BLACK","GREEN","MEDIUM","BRONX","0","NEITHER","VERBAL",1,"10","0","0","0","0","0","1",71,"0","0"
7032015,1905,"M","WHITE-HISPANIC",55,160,"BALD","BROWN","MEDIUM","BRONX","1","HOUSING AUTHORITY","PHOTO",2,"4","1","0","1","1","0","0",66,"0","0"
7032015,1915,"M","BLACK-HISPANIC",46,210,"BLACK","BROWN","HEAVY","BRONX","0","NEITHER","PHOTO",1,"5","1","0","0","0","1","0",70,"1","0"
7032015,1925,"M","ASIAN/PACIFIC ISLANDER",47,165,"BLACK","BLACK","THIN","MANHATTAN","0","NEITHER","PHOTO",1,"20","0","0","1","0","0","1",70,"1","0"
7032015,2010,"M","BLACK",27,170,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",1,"10","0","0","1","1","0","1",67,"1","0"
7032015,2025,"F","BLACK",18,125,"BROWN","BROWN","THIN","MANHATTAN","0","NEITHER","VERBAL",1,"30","0","0","0","1","0","1",64,"1","0"
7032015,2120,"M","WHITE-HISPANIC",17,160,"BLACK","BROWN","THIN","BRONX","1","HOUSING AUTHORITY","VERBAL",1,"5","1","0","0","0","0","0",69,"0","0"
7032015,2125,"M","BLACK",15,148,"BLACK","BROWN","THIN","MANHATTAN","0","NEITHER","PHOTO",1,"7","1","0","1","1","0","0",70,"0","1"
7032015,2138,"M","BLACK-HISPANIC",60,150,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","VERBAL",1,"10","0","0","1","0","0","1",65,"0","0"
7032015,2150,"M","BLACK",20,150,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","VERBAL",2,"10","0","0","1","0","0","0",67,"0","0"
7032015,2150,"M","BLACK",38,190,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","VERBAL",2,"10","0","0","1","0","0","0",75,"0","0"
7032015,2150,"M","BLACK-HISPANIC",30,170,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","VERBAL",2,"10","0","0","1","0","0","0",60,"0","0"
7032015,2200,"M","BLACK",18,150,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"15","0","0","1","0","0","0",67,"0","1"
7032015,2200,"M","BLACK",19,160,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"15","0","0","1","1","0","0",69,"0","1"
7032015,2210,"M","BLACK",27,175,"BLACK","BROWN","THIN","MANHATTAN","1","TRANSIT AUTHORITY","PHOTO",2,"10","0","1","1","1","0","0",71,"1","0"
7032015,2220,"M","WHITE-HISPANIC",21,160,"BLACK","BROWN","THIN","QUEENS","0","NEITHER","PHOTO",2,"15","0","0","1","1","0","1",68,"0","0"
7032015,2230,"M","WHITE",44,175,"BLOND","BLUE","MEDIUM","BROOKLYN","1","HOUSING AUTHORITY","PHOTO",1,"2","1","0","1","1","0","0",66,"1","0"
7032015,2300,"F","WHITE-HISPANIC",18,110,"BLACK","BROWN","UNKNOWN","BROOKLYN","0","NEITHER","PHOTO",1,"3","0","0","0","0","0","1",62,"0","0"
7032015,2300,"M","BLACK",18,110,"BLACK","BROWN","UNKNOWN","BROOKLYN","0","NEITHER","PHOTO",1,"3","1","0","0","0","0","1",63,"0","0"
7032015,2303,"M","BLACK",25,190,"BROWN","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",1,"10","0","0","1","0","0","0",76,"0","0"
7032015,2320,"M","BLACK",35,195,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","REFUSED",1,"2","0","0","1","0","0","1",69,"0","0"
7032015,2320,"M","BLACK",23,160,"BLACK","BROWN","THIN","MANHATTAN","0","NEITHER","PHOTO",1,"5","0","0","1","0","1","0",70,"1","0"
7032015,2320,"M","BLACK-HISPANIC",30,160,"BLACK","BROWN","MEDIUM","BRONX","1","NEITHER","REFUSED",1,"1","0","0","1","0","0","1",67,"0","0"
7032015,2320,"M","BLACK-HISPANIC",25,140,"BROWN","BROWN","MEDIUM","BRONX","0","NEITHER","REFUSED",1,"2","0","0","1","0","0","1",69,"0","0"
7032015,2320,"M","BLACK-HISPANIC",30,220,"BLACK","BROWN","HEAVY","BRONX","0","NEITHER","REFUSED",1,"2","0","0","1","0","0","1",74,"0","0"
7032015,2330,"M","BLACK",21,160,"BROWN","BLUE","MEDIUM","BRONX","0","NEITHER","VERBAL",1,"10","0","0","1","1","0","0",69,"1","0"
7032015,2330,"M","BLACK",24,180,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","VERBAL",1,"10","0","0","1","1","0","0",70,"1","0"
7032015,2330,"M","BLACK",24,200,"BLACK","BROWN","HEAVY","BRONX","0","NEITHER","VERBAL",1,"10","0","0","1","1","0","0",72,"1","0"
7032015,2350,"M","BLACK",21,180,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","VERBAL",1,"5","0","0","1","0","0","0",73,"0","0"
7042015,40,"M","BLACK",29,300,"BLACK","BROWN","HEAVY","BRONX","0","HOUSING AUTHORITY","PHOTO",1,"1","1","0","0","0","0","0",63,"0","0"
7042015,40,"Z","OTHER",28,160,"BLACK","BROWN","MEDIUM","BRONX","1","HOUSING AUTHORITY","PHOTO",1,"1","1","0","0","0","0","0",66,"0","0"
7042015,55,"M","BLACK",23,180,"BLACK","BROWN","MEDIUM","BRONX","1","HOUSING AUTHORITY","VERBAL",3,"3","1","0","0","0","0","0",70,"0","0"
7042015,120,"M","BLACK",30,150,"BLACK","BROWN","THIN","MANHATTAN","1","TRANSIT AUTHORITY","REFUSED",1,"15","0","0","0","0","0","0",68,"0","0"
7042015,120,"M","BLACK",45,210,"BLACK","BROWN","HEAVY","MANHATTAN","1","TRANSIT AUTHORITY","REFUSED",1,"15","0","0","0","0","0","0",76,"0","0"
7042015,205,"M","WHITE-HISPANIC",21,130,"BLACK","BROWN","THIN","QUEENS","0","NEITHER","PHOTO",1,"10","0","0","1","0","0","1",64,"1","0"
7042015,215,"M","BLACK",23,130,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","PHOTO",5,"5","0","0","1","0","0","0",62,"0","0"
7042015,215,"M","BLACK",23,130,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","PHOTO",5,"5","0","0","1","0","0","0",66,"0","0"
7042015,215,"M","BLACK",27,160,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","PHOTO",5,"5","0","0","1","0","0","0",67,"0","0"
7042015,225,"M","BLACK",20,155,"BLACK","BROWN","MEDIUM","BROOKLYN","1","NEITHER","PHOTO",1,"5","0","0","1","0","0","0",68,"0","0"
7042015,225,"M","WHITE-HISPANIC",22,150,"BLACK","BROWN","MEDIUM","BROOKLYN","1","NEITHER","PHOTO",1,"5","0","0","1","0","0","0",66,"0","0"
7042015,230,"M","WHITE-HISPANIC",25,160,"BLACK","BROWN","MEDIUM","STATEN IS","0","NEITHER","VERBAL",2,"8","0","0","1","0","0","1",67,"0","0"
7042015,235,"M","BLACK",21,140,"BLACK","BROWN","MEDIUM","BRONX","0","HOUSING AUTHORITY","VERBAL",1,"2","0","0","1","0","0","1",69,"0","0"
7042015,240,"M","WHITE-HISPANIC",21,175,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",5,"10","0","0","0","0","0","1",72,"0","0"
7042015,250,"M","WHITE-HISPANIC",22,115,"BLACK","BROWN","THIN","QUEENS","0","NEITHER","PHOTO",1,"5","0","0","1","1","0","1",63,"1","0"
7042015,250,"M","WHITE-HISPANIC",25,170,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","VERBAL",1,"5","0","0","1","0","0","1",67,"1","0"
7042015,250,"M","WHITE-HISPANIC",25,180,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"5","0","0","1","1","0","1",70,"1","0"
7042015,300,"M","WHITE-HISPANIC",21,120,"BROWN","BROWN","THIN","BRONX","0","NEITHER","VERBAL",1,"5","0","0","1","0","0","1",64,"0","0"
7042015,350,"M","WHITE-HISPANIC",36,200,"BROWN","BROWN","HEAVY","BROOKLYN","0","NEITHER","PHOTO",4,"5","0","0","0","0","0","0",67,"0","0"
7042015,350,"M","WHITE-HISPANIC",39,170,"BROWN","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",4,"5","0","0","0","0","0","0",70,"0","0"
7042015,415,"M","BLACK",25,150,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","VERBAL",5,"5","0","0","0","0","0","0",65,"0","0"
7042015,738,"M","WHITE-HISPANIC",18,178,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","VERBAL",1,"8","0","0","1","0","0","1",66,"0","0"
7042015,835,"M","BLACK",37,140,"BLACK","BROWN","THIN","BROOKLYN","1","NEITHER","VERBAL",1,"10","0","0","1","1","0","1",65,"1","0"
7042015,928,"M","WHITE-HISPANIC",27,140,"BLACK","BROWN","MEDIUM","BROOKLYN","1","NEITHER","PHOTO",3,"30","1","0","1","1","0","1",62,"1","0"
7042015,928,"M","WHITE-HISPANIC",27,130,"BLACK","BROWN","HEAVY","BROOKLYN","1","NEITHER","PHOTO",3,"30","1","0","1","1","0","1",72,"1","0"
7042015,1020,"M","WHITE-HISPANIC",29,200,"BLACK","HAZEL","MEDIUM","BRONX","0","NEITHER","PHOTO",1,"15","0","0","1","0","0","1",73,"1","0"
7042015,1615,"M","WHITE",27,160,"BALD","BROWN","MEDIUM","BROOKLYN","1","TRANSIT AUTHORITY","PHOTO",1,"20","0","0","0","0","0","1",64,"1","0"
7042015,1650,"M","WHITE-HISPANIC",17,180,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","VERBAL",1,"10","0","0","1","0","0","1",65,"1","0"
7042015,1650,"M","WHITE-HISPANIC",18,175,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","VERBAL",1,"10","0","0","1","0","0","1",68,"1","0"
7042015,1707,"M","BLACK",49,260,"BLACK","BROWN","HEAVY","BRONX","0","NEITHER","PHOTO",1,"50","1","0","1","1","0","1",71,"0","0"
7042015,1930,"M","WHITE",52,275,"BROWN","BROWN","HEAVY","QUEENS","0","NEITHER","PHOTO",2,"10","0","0","0","0","0","0",73,"0","0"
7042015,2025,"M","WHITE-HISPANIC",26,160,"BROWN","BROWN","THIN","BRONX","0","NEITHER","VERBAL",1,"4","0","0","1","0","0","0",72,"1","0"
7042015,2032,"M","BLACK",22,140,"BLACK","BROWN","THIN","BRONX","1","HOUSING AUTHORITY","VERBAL",1,"7","1","0","0","0","0","0",67,"0","0"
7042015,2046,"M","WHITE",36,205,"BLACK","BROWN","THIN","MANHATTAN","0","NEITHER","PHOTO",15,"15","0","0","1","0","0","1",77,"1","0"
7042015,2110,"Z","BLACK",31,180,"BLACK","BROWN","THIN","QUEENS","0","NEITHER","PHOTO",1,"5","1","0","1","1","0","0",76,"1","0"
7042015,2120,"F","WHITE-HISPANIC",23,145,"BLACK","BROWN","MEDIUM","BRONX","0","HOUSING AUTHORITY","PHOTO",1,"3","1","1","1","1","0","0",60,"0","1"
7042015,2130,"M","BLACK",17,130,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","VERBAL",5,"5","0","0","0","0","0","0",72,"0","0"
7042015,2130,"M","BLACK",17,150,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","VERBAL",2,"5","0","0","0","0","0","0",72,"0","0"
7042015,2210,"M","WHITE-HISPANIC",22,160,"BROWN","BROWN","THIN","MANHATTAN","1","TRANSIT AUTHORITY","PHOTO",1,"3","1","0","1","1","0","0",71,"0","1"
7042015,2220,"M","WHITE-HISPANIC",35,150,"BLACK","BROWN","THIN","BRONX","0","NEITHER","PHOTO",1,"2","0","0","1","0","0","1",71,"0","0"
7042015,2230,"M","BLACK",17,170,"BROWN","BROWN","THIN","MANHATTAN","1","TRANSIT AUTHORITY","VERBAL",0,"15","0","0","0","0","0","1",69,"0","0"
7042015,2230,"M","BLACK",21,180,"BROWN","BROWN","THIN","MANHATTAN","1","TRANSIT AUTHORITY","VERBAL",0,"15","0","0","0","0","0","1",72,"0","0"
7042015,2308,"M","WHITE-HISPANIC",34,180,"BALD","BROWN","THIN","BRONX","0","NEITHER","PHOTO",1,"10","0","0","0","0","0","1",69,"1","0"
7042015,2330,"M","BLACK",15,140,"BLACK","BROWN","THIN","BRONX","0","NEITHER","VERBAL",1,"15","0","0","0","1","0","1",67,"1","0"
7042015,2330,"M","BLACK",16,160,"BLACK","BROWN","THIN","BRONX","0","NEITHER","VERBAL",1,"15","0","0","1","1","0","1",67,"1","0"
7042015,2335,"M","BLACK",47,240,"BALD","BROWN","HEAVY","BRONX","0","NEITHER","PHOTO",1,"10","0","0","0","0","0","1",69,"0","0"
7042015,2345,"M","BLACK",17,165,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","VERBAL",1,"1","0","0","1","0","0","1",68,"0","0"
7042015,2345,"M","BLACK",20,145,"BLACK","BROWN","MUSCULAR","BRONX","0","NEITHER","PHOTO",1,"5","0","1","1","1","0","0",71,"0","0"
7042015,2345,"M","BLACK-HISPANIC",24,180,"BLACK","BROWN","MEDIUM","MANHATTAN","0","NEITHER","PHOTO",1,"1","0","0","0","0","0","1",78,"0","0"
7052015,15,"M","BLACK",19,130,"BROWN","BROWN","THIN","BROOKLYN","0","NEITHER","VERBAL",1,"10","0","0","1","0","0","1",66,"1","0"
7052015,29,"M","WHITE",28,150,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",1,"7","0","0","0","0","0","0",74,"0","0"
7052015,33,"M","WHITE-HISPANIC",21,160,"BLACK","BROWN","THIN","BROOKLYN","1","TRANSIT AUTHORITY","PHOTO",2,"3","0","0","1","0","0","1",70,"0","0"
7052015,35,"M","BLACK",19,160,"BROWN","BLACK","THIN","BROOKLYN","0","NEITHER","VERBAL",3,"2","0","1","1","1","0","1",70,"1","0"
7052015,50,"F","BLACK",51,170,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",1,"3","0","0","0","0","0","1",67,"0","0"
7052015,100,"M","BLACK-HISPANIC",24,215,"BLACK","BROWN","HEAVY","BROOKLYN","0","NEITHER","PHOTO",5,"10","0","0","0","0","0","0",68,"0","0"
7052015,100,"M","WHITE",20,145,"BLACK","BROWN","HEAVY","BROOKLYN","0","NEITHER","PHOTO",5,"10","0","0","0","0","0","0",70,"0","0"
7052015,120,"M","WHITE",25,150,"BROWN","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",1,"8","0","0","0","0","0","0",70,"0","0"
7052015,120,"M","OTHER",14,120,"BROWN","BROWN","THIN","BROOKLYN","0","NEITHER","VERBAL",3,"10","0","0","1","0","1","0",65,"1","0"
7052015,138,"M","BLACK",44,175,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","VERBAL",1,"5","0","0","1","0","0","1",68,"0","0"
7052015,205,"M","BLACK",37,160,"BLACK","BROWN","THIN","STATEN IS","0","NEITHER","PHOTO",1,"7","0","0","1","0","0","1",65,"0","0"
7052015,205,"M","BLACK",38,185,"BLACK","BROWN","MEDIUM","STATEN IS","0","NEITHER","PHOTO",1,"7","0","0","1","0","0","1",73,"0","0"
7052015,210,"M","BLACK",30,160,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","VERBAL",5,"5","0","0","1","1","0","0",69,"0","0"
7052015,220,"M","BLACK",22,170,"BLACK","BROWN","MEDIUM","BROOKLYN","1","NEITHER","VERBAL",1,"5","0","0","0","0","0","0",71,"0","0"
7052015,223,"M","BLACK",14,150,"BLACK","BROWN","MEDIUM","BRONX","1","HOUSING AUTHORITY","VERBAL",5,"1","1","0","0","1","0","0",70,"0","1"
7052015,230,"M","BLACK",24,200,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","VERBAL",1,"5","0","0","1","0","0","0",70,"0","0"
7052015,239,"M","WHITE-HISPANIC",18,130,"BROWN","BROWN","THIN","BRONX","0","NEITHER","VERBAL",1,"1","0","0","1","0","0","1",69,"0","0"
7052015,245,"M","BLACK",30,190,"BALD","BROWN","HEAVY","QUEENS","0","NEITHER","PHOTO",1,"10","0","0","1","0","0","1",67,"0","0"
7052015,256,"M","WHITE",51,165,"BROWN","HAZEL","MEDIUM","MANHATTAN","0","NEITHER","PHOTO",5,"5","0","0","0","0","0","1",69,"0","0"
7052015,305,"M","WHITE",38,150,"GRAY","BLUE","MEDIUM","BROOKLYN","0","NEITHER","VERBAL",1,"10","0","0","0","0","0","1",70,"0","0"
7052015,315,"M","BLACK",29,150,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",1,"10","0","0","1","0","0","0",68,"0","0"
7052015,315,"M","WHITE-HISPANIC",24,185,"BROWN","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",1,"10","0","0","1","0","0","0",69,"0","0"
7052015,330,"M","WHITE-HISPANIC",29,160,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","PHOTO",10,"5","0","0","1","0","0","0",67,"0","0"
7052015,335,"M","BLACK",19,150,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","VERBAL",1,"10","0","0","1","0","0","0",69,"1","0"
7052015,335,"M","BLACK",23,170,"BLACK","BROWN","MUSCULAR","BROOKLYN","0","NEITHER","PHOTO",5,"10","0","0","1","0","0","0",69,"0","0"
7052015,335,"M","BLACK",25,250,"BLACK","BROWN","MUSCULAR","BROOKLYN","0","NEITHER","PHOTO",5,"10","0","0","1","0","0","0",76,"0","0"
7052015,343,"M","ASIAN/PACIFIC ISLANDER",24,200,"BLACK","BLACK","MEDIUM","MANHATTAN","0","NEITHER","VERBAL",5,"5","0","0","1","0","0","1",68,"0","0"
7052015,350,"M","BLACK",23,160,"BLACK","BROWN","MEDIUM","BROOKLYN","0","NEITHER","VERBAL",2,"5","0","0","1","0","0","0",69,"0","0"
7052015,416,"M","BLACK",31,160,"BLACK","BROWN","MEDIUM","BRONX","0","NEITHER","PHOTO",1,"3","1","0","1","1","0","0",70,"1","1"
7052015,435,"M","BLACK",29,150,"BLACK","BROWN","THIN","QUEENS","0","NEITHER","PHOTO",1,"1","1","0","0","1","0","1",66,"1","1"
7052015,435,"M","BLACK",24,160,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","PHOTO",1,"10","0","0","1","0","0","0",69,"0","0"
7052015,1012,"M","BLACK",15,145,"BLACK","BROWN","THIN","MANHATTAN","0","NEITHER","VERBAL",3,"4","0","0","0","0","0","1",66,"0","0"
7052015,1218,"M","BLACK",43,220,"BROWN","BLACK","MEDIUM","MANHATTAN","1","NEITHER","PHOTO",8,"5","0","0","0","0","0","1",73,"0","0"
7052015,1400,"M","UNKNOWN",31,250,"BROWN","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"10","0","0","0","0","0","1",73,"0","0"
7052015,1410,"M","WHITE-HISPANIC",53,130,"BROWN","BROWN","MEDIUM","BROOKLYN","0","NEITHER","VERBAL",3,"10","0","0","1","0","0","0",63,"1","0"
7052015,1413,"M","WHITE-HISPANIC",36,180,"BROWN","BROWN","MEDIUM","BROOKLYN","0","NEITHER","VERBAL",3,"10","0","0","1","1","0","0",69,"1","0"
7052015,1452,"M","WHITE",42,175,"BLACK","BROWN","THIN","MANHATTAN","1","TRANSIT AUTHORITY","PHOTO",1,"8","0","0","0","0","0","0",70,"1","0"
7052015,1650,"M","BLACK",15,100,"BROWN","BLACK","THIN","BROOKLYN","0","HOUSING AUTHORITY","VERBAL",1,"1","0","0","1","0","0","0",62,"0","0"
7052015,1650,"M","BLACK",17,150,"BLACK","BROWN","THIN","BROOKLYN","0","HOUSING AUTHORITY","VERBAL",1,"1","0","0","1","0","0","0",68,"0","0"
7052015,1650,"M","BLACK",18,160,"BLACK","BROWN","MEDIUM","BROOKLYN","1","HOUSING AUTHORITY","VERBAL",1,"1","0","0","1","0","0","0",68,"0","0"
7052015,1727,"M","BLACK",35,180,"BROWN","BROWN","MEDIUM","MANHATTAN","0","NEITHER","OTHER",1,"40","0","0","0","0","0","1",67,"1","0"
7052015,1727,"M","BLACK",37,200,"BROWN","BROWN","MEDIUM","MANHATTAN","0","NEITHER","PHOTO",1,"40","0","0","0","0","0","1",74,"0","0"
7052015,1727,"M","BLACK-HISPANIC",39,200,"BROWN","BROWN","MEDIUM","MANHATTAN","0","NEITHER","PHOTO",1,"40","0","0","0","0","0","1",71,"0","0"
7052015,1753,"M","BLACK",29,130,"BLACK","BROWN","MEDIUM","QUEENS","0","NEITHER","PHOTO",1,"10","0","0","1","0","0","1",64,"1","0"
7052015,1755,"F","BLACK",23,116,"BLACK","BROWN","THIN","BROOKLYN","0","NEITHER","PHOTO",3,"4","0","0","1","0","0","0",66,"0","0"
7052015,1755,"F","OTHER",30,150,"BROWN","BLACK","MUSCULAR","BROOKLYN","0","NEITHER","VERBAL",3,"4","0","0","1","0","0","0",65,"0","0"
7052015,1830,"M","BLACK",17,160,"BROWN","BLACK","THIN","BROOKLYN","0","NEITHER","VERBAL",2,"5","0","0","1","0","0","0",69,"1","0"
7052015,1902,"M","BLACK",26,160,"BLACK","BLACK","MEDIUM","QUEENS","1","NEITHER","VERBAL",5,"7","0","0","1","0","0","1",68,"1","0"
7052015,2027,"M","BLACK",54,160,"BLACK","BROWN","MUSCULAR","MANHATTAN","0","NEITHER","PHOTO",1,"1","0","0","1","0","0","1",72,"1","0"
7052015,2030,"M","BLACK",27,160,"BLACK","BROWN","THIN","MANHATTAN","0","NEITHER","PHOTO",1,"1","0","0","1","0","0","1",69,"0","0"
7052015,2120,"M","WHITE-HISPANIC",34,135,"BLACK","BROWN","THIN","MANHATTAN","0","NEITHER","VERBAL",1,"1","0","0","1","1","0","1",68,"0","0"
